customer_id,customer_tier,region,plan,industry,monthly_revenue,mrr,arr,customer_since,churn_flag,renewal_date,account_age_days,usage_score,support_tickets,nps_score
CUS-074444,bronze,APAC,unlimited,healthcare,77,77,924,2023-10-19,false,2024-10-19,1049,74,13,6
CUS-074445,bronze,NA,unlimited,media,169,169,2028,2023-02-24,true,2024-02-24,1286,98,9,1
CUS-074446,platinum,LATAM,enterprise,manufacturing,9615,9615,115380,2024-03-18,true,2025-03-18,898,34,5,6
CUS-074447,platinum,APAC,professional,finance,10636,10636,127632,2024-02-06,true,2025-02-06,940,97,6,3
CUS-074448,bronze,APAC,professional,retail,209,209,2508,2023-04-12,false,2024-04-12,1239,97,1,2
CUS-074449,silver,LATAM,enterprise,tech,251,251,3012,2024-09-18,false,2025-09-18,714,94,15,9
CUS-074450,silver,NA,enterprise,retail,604,604,7248,2024-05-07,false,2025-05-07,848,88,13,3
CUS-074451,platinum,APAC,starter,tech,18084,18084,217008,2024-07-28,false,2025-07-28,766,67,5,0
CUS-074452,bronze,LATAM,professional,finance,110,110,1320,2023-12-07,false,2024-12-07,1001,65,11,2
CUS-074453,silver,LATAM,unlimited,manufacturing,814,814,9768,2023-03-15,false,2024-03-15,1267,72,7,1
CUS-074454,silver,LATAM,professional,retail,677,677,8124,2023-04-09,false,2024-04-09,1242,65,13,8
CUS-074455,gold,NA,professional,manufacturing,1312,1312,15744,2024-12-21,false,2025-12-21,620,74,7,9
CUS-074456,bronze,LATAM,professional,tech,242,242,2904,2024-04-19,true,2025-04-19,866,46,6,10
CUS-074457,gold,NA,starter,manufacturing,2292,2292,27504,2024-01-05,false,2025-01-05,971,56,5,8
CUS-074458,gold,EU,professional,retail,3336,3336,40032,2024-08-02,false,2025-08-02,762,82,8,1
CUS-074459,gold,EU,unlimited,media,4303,4303,51636,2024-02-10,true,2025-02-10,935,48,6,8
CUS-074460,gold,APAC,starter,media,1955,1955,23460,2023-08-13,true,2024-08-13,1117,91,13,8
CUS-074461,bronze,EU,starter,healthcare,159,159,1908,2024-10-09,true,2025-10-09,693,68,2,9
CUS-074462,bronze,APAC,unlimited,retail,189,189,2268,2023-01-11,false,2024-01-11,1331,39,1,7
CUS-074463,platinum,APAC,starter,retail,13437,13437,161244,2024-12-18,false,2025-12-18,624,52,9,6
CUS-074464,bronze,LATAM,unlimited,media,101,101,1212,2024-10-13,true,2025-10-13,690,73,2,6
CUS-074465,silver,EU,unlimited,media,1146,1146,13752,2024-02-14,false,2025-02-14,931,76,11,9
CUS-074466,gold,EU,professional,retail,2556,2556,30672,2024-08-15,true,2025-08-15,748,72,13,9
CUS-074467,silver,EU,unlimited,tech,891,891,10692,2023-07-01,false,2024-07-01,1160,45,7,10
CUS-074468,bronze,LATAM,starter,tech,80,80,960,2024-05-30,false,2025-05-30,826,85,11,7
CUS-074469,gold,NA,unlimited,retail,4100,4100,49200,2024-08-02,false,2025-08-02,761,83,10,4
CUS-074470,silver,NA,unlimited,retail,533,533,6396,2023-02-11,false,2024-02-11,1300,66,1,10
CUS-074471,gold,APAC,unlimited,finance,3706,3706,44472,2023-06-05,true,2024-06-05,1186,99,10,3
CUS-074472,platinum,APAC,starter,finance,12130,12130,145560,2023-03-05,true,2024-03-05,1277,42,10,4
CUS-074473,bronze,EU,professional,media,193,193,2316,2023-03-16,false,2024-03-16,1267,34,14,3
CUS-074474,silver,EU,starter,manufacturing,744,744,8928,2023-04-15,false,2024-04-15,1237,94,11,4
CUS-074475,gold,LATAM,unlimited,retail,3007,3007,36084,2023-05-22,false,2024-05-22,1199,31,2,1
CUS-074476,silver,EU,starter,media,300,300,3600,2023-11-30,true,2024-11-30,1007,74,1,6
CUS-074477,silver,EU,professional,manufacturing,969,969,11628,2024-10-09,false,2025-10-09,693,60,11,1
CUS-074478,platinum,APAC,professional,media,24558,24558,294696,2023-10-25,false,2024-10-25,1043,41,8,1
CUS-074479,platinum,NA,enterprise,retail,14673,14673,176076,2023-07-13,false,2024-07-13,1147,70,2,8
CUS-074480,silver,LATAM,unlimited,tech,632,632,7584,2024-12-13,true,2025-12-13,629,92,10,3
CUS-074481,silver,NA,unlimited,manufacturing,900,900,10800,2023-02-06,false,2024-02-06,1304,66,13,9
CUS-074482,bronze,NA,unlimited,tech,201,201,2412,2023-12-29,false,2024-12-29,978,96,8,10
CUS-074483,silver,LATAM,starter,healthcare,324,324,3888,2024-03-08,false,2025-03-08,908,52,11,9
CUS-074484,silver,NA,professional,healthcare,863,863,10356,2024-09-18,false,2025-09-18,715,59,1,1
CUS-074485,silver,EU,unlimited,tech,713,713,8556,2024-06-25,false,2025-06-25,799,87,2,3
CUS-074486,platinum,EU,professional,retail,14627,14627,175524,2023-06-14,false,2024-06-14,1176,70,11,10
CUS-074487,gold,LATAM,enterprise,tech,4231,4231,50772,2024-12-05,true,2025-12-05,636,78,3,9
CUS-074488,platinum,EU,professional,media,18785,18785,225420,2024-03-17,false,2025-03-17,900,44,8,2
CUS-074489,gold,EU,enterprise,healthcare,4334,4334,52008,2024-12-12,false,2025-12-12,629,85,12,5
CUS-074490,platinum,EU,starter,manufacturing,12485,12485,149820,2024-09-11,false,2025-09-11,721,94,6,5
CUS-074491,bronze,EU,professional,manufacturing,194,194,2328,2023-01-21,true,2024-01-21,1320,77,11,5
CUS-074492,gold,APAC,starter,retail,3804,3804,45648,2024-04-04,true,2025-04-04,881,35,6,2
CUS-074493,silver,EU,unlimited,retail,1187,1187,14244,2024-06-13,false,2025-06-13,811,84,9,1
CUS-074494,silver,APAC,starter,retail,433,433,5196,2023-02-23,false,2024-02-23,1287,82,14,5
CUS-074495,bronze,LATAM,professional,tech,76,76,912,2024-04-01,false,2025-04-01,884,87,13,2
CUS-074496,gold,LATAM,professional,tech,3777,3777,45324,2024-07-30,false,2025-07-30,764,49,7,1
CUS-074497,bronze,LATAM,unlimited,media,116,116,1392,2023-03-25,false,2024-03-25,1258,94,10,5
CUS-074498,gold,APAC,starter,finance,4301,4301,51612,2023-03-10,false,2024-03-10,1272,73,3,1
CUS-074499,platinum,NA,professional,finance,12970,12970,155640,2024-01-31,false,2025-01-31,946,51,11,4
CUS-074500,bronze,EU,starter,finance,173,173,2076,2023-02-15,false,2024-02-15,1295,34,1,3
CUS-074501,gold,APAC,unlimited,healthcare,3914,3914,46968,2024-02-11,false,2025-02-11,935,83,14,9
CUS-074502,gold,EU,starter,retail,2151,2151,25812,2024-06-09,false,2025-06-09,815,56,1,7
CUS-074503,gold,NA,starter,media,3446,3446,41352,2023-01-02,true,2024-01-02,1339,56,1,0
CUS-074504,bronze,LATAM,enterprise,manufacturing,168,168,2016,2024-01-28,false,2025-01-28,948,96,14,5
CUS-074505,gold,NA,unlimited,retail,2230,2230,26760,2024-03-18,false,2025-03-18,899,54,8,6
CUS-074506,gold,NA,professional,media,3010,3010,36120,2024-03-15,false,2025-03-15,902,54,10,7
CUS-074507,bronze,LATAM,enterprise,healthcare,138,138,1656,2023-08-12,true,2024-08-12,1117,92,13,2
CUS-074508,bronze,LATAM,unlimited,media,193,193,2316,2024-03-30,false,2025-03-30,886,44,12,10
CUS-074509,platinum,EU,starter,media,24048,24048,288576,2024-03-20,false,2025-03-20,897,34,3,7
CUS-074510,platinum,LATAM,enterprise,retail,11375,11375,136500,2024-02-11,false,2025-02-11,935,31,15,3
CUS-074511,silver,EU,unlimited,retail,567,567,6804,2023-10-04,false,2024-10-04,1065,47,5,7
CUS-074512,platinum,EU,professional,finance,14647,14647,175764,2023-12-16,false,2024-12-16,991,52,11,0
CUS-074513,silver,APAC,enterprise,manufacturing,524,524,6288,2024-10-30,true,2025-10-30,673,31,3,10
CUS-074514,bronze,LATAM,starter,tech,249,249,2988,2024-11-11,false,2025-11-11,660,48,11,10
CUS-074515,silver,LATAM,starter,media,963,963,11556,2023-09-10,true,2024-09-10,1088,66,1,1
CUS-074516,gold,APAC,unlimited,healthcare,3789,3789,45468,2023-10-10,false,2024-10-10,1058,81,12,1
CUS-074517,bronze,EU,unlimited,healthcare,112,112,1344,2024-01-15,false,2025-01-15,961,84,1,1
CUS-074518,silver,APAC,enterprise,tech,841,841,10092,2023-06-16,false,2024-06-16,1174,41,8,4
CUS-074519,platinum,LATAM,unlimited,retail,10254,10254,123048,2023-07-16,false,2024-07-16,1144,84,12,7
CUS-074520,platinum,EU,professional,manufacturing,15526,15526,186312,2024-06-09,true,2025-06-09,815,56,4,10
CUS-074521,bronze,NA,unlimited,manufacturing,170,170,2040,2024-06-18,false,2025-06-18,807,78,10,4
CUS-074522,platinum,NA,unlimited,retail,21599,21599,259188,2023-03-01,false,2024-03-01,1281,100,12,2
CUS-074523,gold,APAC,unlimited,finance,2545,2545,30540,2024-11-24,false,2025-11-24,647,94,8,7
CUS-074524,platinum,LATAM,enterprise,media,16550,16550,198600,2023-06-04,false,2024-06-04,1186,79,3,7
CUS-074525,silver,EU,unlimited,healthcare,330,330,3960,2023-04-25,true,2024-04-25,1226,67,12,6
CUS-074526,bronze,APAC,enterprise,tech,118,118,1416,2024-04-30,false,2025-04-30,855,75,1,6
CUS-074527,silver,NA,professional,manufacturing,718,718,8616,2023-02-07,true,2024-02-07,1303,81,5,3
CUS-074528,bronze,EU,unlimited,healthcare,69,69,828,2023-12-11,false,2024-12-11,996,65,7,4
CUS-074529,bronze,NA,professional,media,150,150,1800,2023-12-19,false,2024-12-19,988,69,6,0
CUS-074530,silver,EU,unlimited,finance,965,965,11580,2023-04-11,false,2024-04-11,1241,56,7,6
CUS-074531,bronze,NA,enterprise,retail,140,140,1680,2024-02-13,true,2025-02-13,932,87,13,10
CUS-074532,gold,APAC,enterprise,tech,2354,2354,28248,2023-03-24,false,2024-03-24,1258,84,8,4
CUS-074533,platinum,EU,unlimited,manufacturing,22908,22908,274896,2024-05-19,false,2025-05-19,836,46,3,1
CUS-074534,bronze,LATAM,professional,finance,79,79,948,2023-02-01,false,2024-02-01,1310,60,7,10
CUS-074535,silver,EU,enterprise,manufacturing,728,728,8736,2024-12-15,false,2025-12-15,626,32,3,0
CUS-074536,bronze,EU,starter,manufacturing,76,76,912,2023-12-04,false,2024-12-04,1004,62,12,3
CUS-074537,bronze,NA,unlimited,media,216,216,2592,2024-04-28,false,2025-04-28,857,36,8,7
CUS-074538,gold,LATAM,starter,retail,4832,4832,57984,2023-06-09,false,2024-06-09,1181,69,9,6
CUS-074539,platinum,APAC,unlimited,healthcare,23025,23025,276300,2023-01-30,true,2024-01-30,1311,98,0,3
CUS-074540,silver,APAC,starter,retail,752,752,9024,2024-03-15,false,2025-03-15,902,31,14,7
CUS-074541,platinum,NA,starter,finance,21675,21675,260100,2024-01-23,true,2025-01-23,954,83,5,4
CUS-074542,silver,APAC,unlimited,media,1014,1014,12168,2024-07-04,false,2025-07-04,790,77,11,3
CUS-074543,silver,EU,enterprise,healthcare,1104,1104,13248,2024-06-19,false,2025-06-19,806,74,12,8
CUS-074544,silver,LATAM,enterprise,manufacturing,1196,1196,14352,2023-07-28,false,2024-07-28,1133,73,14,4
CUS-074545,gold,EU,unlimited,finance,4869,4869,58428,2024-09-20,false,2025-09-20,713,60,15,10
CUS-074546,gold,APAC,starter,tech,1102,1102,13224,2023-02-18,true,2024-02-18,1292,49,10,2
CUS-074547,gold,NA,starter,healthcare,3904,3904,46848,2023-04-20,false,2024-04-20,1232,74,10,8
CUS-074548,gold,EU,unlimited,healthcare,4091,4091,49092,2023-06-22,true,2024-06-22,1168,64,8,4
CUS-074549,silver,NA,enterprise,retail,431,431,5172,2023-08-06,false,2024-08-06,1123,41,7,2
CUS-074550,silver,NA,professional,manufacturing,713,713,8556,2024-06-13,false,2025-06-13,811,68,5,9
CUS-074551,bronze,LATAM,enterprise,manufacturing,168,168,2016,2024-12-06,false,2025-12-06,635,67,4,4
CUS-074552,silver,APAC,unlimited,finance,861,861,10332,2023-08-05,false,2024-08-05,1124,89,14,3
CUS-074553,silver,NA,starter,manufacturing,795,795,9540,2023-05-22,true,2024-05-22,1199,91,9,6
CUS-074554,gold,NA,professional,healthcare,1031,1031,12372,2024-04-13,false,2025-04-13,872,77,6,10
CUS-074555,bronze,NA,professional,manufacturing,229,229,2748,2023-12-24,true,2024-12-24,983,35,7,4
CUS-074556,bronze,LATAM,professional,retail,175,175,2100,2023-08-27,false,2024-08-27,1102,47,1,9
CUS-074557,platinum,NA,starter,manufacturing,15692,15692,188304,2024-11-16,false,2025-11-16,655,40,10,5
CUS-074558,platinum,LATAM,enterprise,healthcare,17778,17778,213336,2024-09-19,false,2025-09-19,713,44,14,9
CUS-074559,bronze,LATAM,enterprise,media,85,85,1020,2023-11-29,false,2024-11-29,1009,93,0,5
CUS-074560,gold,EU,starter,healthcare,3312,3312,39744,2024-10-25,false,2025-10-25,677,89,12,2
CUS-074561,platinum,EU,professional,tech,9312,9312,111744,2024-08-26,false,2025-08-26,738,67,4,4
CUS-074562,bronze,LATAM,starter,finance,198,198,2376,2023-10-07,false,2024-10-07,1061,53,7,6
CUS-074563,silver,NA,unlimited,finance,303,303,3636,2024-11-15,false,2025-11-15,656,94,13,2
CUS-074564,gold,NA,starter,media,4578,4578,54936,2024-03-30,false,2025-03-30,886,57,7,2
CUS-074565,bronze,NA,enterprise,retail,200,200,2400,2023-11-10,true,2024-11-10,1028,47,13,5
CUS-074566,platinum,LATAM,professional,tech,13086,13086,157032,2024-03-30,false,2025-03-30,887,33,2,9
CUS-074567,silver,APAC,unlimited,media,957,957,11484,2024-11-20,false,2025-11-20,651,50,5,9
CUS-074568,silver,LATAM,professional,healthcare,1054,1054,12648,2023-10-17,false,2024-10-17,1051,59,0,6
CUS-074569,silver,EU,enterprise,manufacturing,844,844,10128,2023-09-06,false,2024-09-06,1092,49,1,9
CUS-074570,platinum,APAC,professional,media,22846,22846,274152,2023-08-26,false,2024-08-26,1103,77,5,8
CUS-074571,gold,EU,unlimited,manufacturing,4728,4728,56736,2024-02-13,false,2025-02-13,932,49,11,10
CUS-074572,platinum,NA,unlimited,media,19879,19879,238548,2023-07-20,false,2024-07-20,1140,59,1,6
CUS-074573,platinum,EU,unlimited,retail,6063,6063,72756,2023-07-21,false,2024-07-21,1139,55,5,4
CUS-074574,silver,NA,enterprise,healthcare,739,739,8868,2023-03-30,false,2024-03-30,1252,39,6,4
CUS-074575,bronze,APAC,professional,tech,237,237,2844,2023-09-09,false,2024-09-09,1089,62,9,1
CUS-074576,gold,EU,unlimited,tech,2278,2278,27336,2024-07-27,true,2025-07-27,767,72,1,5
CUS-074577,gold,LATAM,unlimited,retail,4913,4913,58956,2024-12-22,false,2025-12-22,619,92,4,4
CUS-074578,bronze,APAC,starter,manufacturing,213,213,2556,2024-04-16,false,2025-04-16,869,88,2,10
CUS-074579,gold,APAC,professional,media,3628,3628,43536,2023-09-26,false,2024-09-26,1072,69,5,8
CUS-074580,silver,NA,unlimited,media,946,946,11352,2023-05-18,false,2024-05-18,1204,96,1,8
CUS-074581,platinum,EU,starter,finance,19738,19738,236856,2023-04-14,true,2024-04-14,1237,84,13,2
CUS-074582,gold,LATAM,professional,media,1253,1253,15036,2024-06-07,false,2025-06-07,818,88,14,9
CUS-074583,gold,LATAM,unlimited,finance,2721,2721,32652,2024-11-26,true,2025-11-26,645,40,1,7
CUS-074584,bronze,APAC,unlimited,retail,74,74,888,2024-10-20,false,2025-10-20,683,40,7,3
CUS-074585,platinum,EU,starter,tech,13773,13773,165276,2023-08-26,false,2024-08-26,1103,48,4,6
CUS-074586,silver,EU,unlimited,manufacturing,856,856,10272,2023-09-26,false,2024-09-26,1072,68,6,5
CUS-074587,silver,APAC,enterprise,manufacturing,1058,1058,12696,2024-08-21,false,2025-08-21,742,94,9,7
CUS-074588,bronze,NA,unlimited,finance,218,218,2616,2024-04-06,false,2025-04-06,879,46,4,10
CUS-074589,gold,APAC,enterprise,healthcare,4162,4162,49944,2023-04-30,false,2024-04-30,1222,79,6,1
CUS-074590,gold,LATAM,starter,healthcare,3138,3138,37656,2024-01-18,true,2025-01-18,958,64,7,2
CUS-074591,gold,APAC,enterprise,manufacturing,2648,2648,31776,2023-08-01,false,2024-08-01,1128,52,8,3
CUS-074592,platinum,APAC,professional,media,17894,17894,214728,2023-02-13,false,2024-02-13,1298,98,12,4
CUS-074593,silver,EU,enterprise,healthcare,319,319,3828,2024-05-06,true,2025-05-06,849,59,1,9
CUS-074594,gold,LATAM,unlimited,retail,4508,4508,54096,2023-10-26,false,2024-10-26,1043,36,12,3
CUS-074595,silver,EU,enterprise,manufacturing,1118,1118,13416,2024-07-28,false,2025-07-28,766,89,10,6
CUS-074596,bronze,APAC,enterprise,retail,177,177,2124,2024-10-22,true,2025-10-22,680,79,2,5
CUS-074597,platinum,EU,unlimited,healthcare,5515,5515,66180,2024-01-17,false,2025-01-17,960,67,10,2
CUS-074598,silver,EU,professional,healthcare,1175,1175,14100,2024-07-19,true,2025-07-19,775,51,8,1
CUS-074599,silver,LATAM,starter,healthcare,838,838,10056,2023-07-12,true,2024-07-12,1149,71,2,4
CUS-074600,bronze,APAC,starter,tech,140,140,1680,2023-05-07,true,2024-05-07,1214,89,9,5
CUS-074601,silver,NA,professional,manufacturing,1089,1089,13068,2024-10-17,false,2025-10-17,686,44,12,7
CUS-074602,platinum,NA,enterprise,media,6751,6751,81012,2023-05-01,true,2024-05-01,1220,58,11,10
CUS-074603,silver,EU,enterprise,healthcare,259,259,3108,2023-09-05,false,2024-09-05,1093,98,8,5
CUS-074604,gold,APAC,unlimited,healthcare,3338,3338,40056,2023-12-17,false,2024-12-17,990,79,2,4
CUS-074605,gold,LATAM,professional,healthcare,1155,1155,13860,2023-07-30,false,2024-07-30,1130,39,9,4
CUS-074606,platinum,LATAM,enterprise,finance,23413,23413,280956,2023-03-21,false,2024-03-21,1261,42,3,1
CUS-074607,silver,NA,enterprise,manufacturing,659,659,7908,2023-06-06,false,2024-06-06,1184,87,4,4
CUS-074608,platinum,LATAM,starter,finance,9483,9483,113796,2023-08-18,false,2024-08-18,1111,68,9,1
CUS-074609,bronze,APAC,enterprise,media,185,185,2220,2023-08-28,false,2024-08-28,1101,44,7,10
CUS-074610,silver,LATAM,unlimited,tech,492,492,5904,2023-10-08,false,2024-10-08,1060,63,1,8
CUS-074611,silver,EU,professional,manufacturing,402,402,4824,2023-03-28,true,2024-03-28,1254,84,12,5
CUS-074612,platinum,EU,starter,manufacturing,24122,24122,289464,2024-10-09,false,2025-10-09,693,62,9,6
CUS-074613,gold,EU,professional,manufacturing,1896,1896,22752,2024-05-28,false,2025-05-28,828,48,3,6
CUS-074614,silver,APAC,starter,finance,1078,1078,12936,2023-08-21,true,2024-08-21,1108,87,6,2
CUS-074615,bronze,LATAM,unlimited,healthcare,76,76,912,2023-10-18,false,2024-10-18,1050,65,10,4
CUS-074616,platinum,NA,unlimited,media,17349,17349,208188,2023-06-26,false,2024-06-26,1164,73,12,1
CUS-074617,gold,LATAM,enterprise,manufacturing,1612,1612,19344,2024-12-19,false,2025-12-19,622,79,5,6
CUS-074618,gold,EU,professional,media,1172,1172,14064,2024-06-21,false,2025-06-21,803,72,8,6
CUS-074619,gold,EU,starter,healthcare,3389,3389,40668,2024-02-15,false,2025-02-15,931,47,0,3
CUS-074620,silver,APAC,professional,tech,538,538,6456,2024-09-03,false,2025-09-03,730,66,5,5
CUS-074621,silver,NA,unlimited,tech,618,618,7416,2023-12-30,false,2024-12-30,978,78,13,10
CUS-074622,bronze,APAC,starter,retail,114,114,1368,2024-01-28,true,2025-01-28,948,80,1,2
CUS-074623,gold,NA,unlimited,finance,1432,1432,17184,2024-03-20,false,2025-03-20,896,92,2,1
CUS-074624,platinum,LATAM,starter,retail,22002,22002,264024,2024-06-12,false,2025-06-12,812,85,4,5
CUS-074625,platinum,APAC,professional,media,17290,17290,207480,2024-07-12,false,2025-07-12,783,89,5,7
CUS-074626,platinum,EU,starter,healthcare,16605,16605,199260,2023-10-01,false,2024-10-01,1068,47,1,8
CUS-074627,bronze,APAC,enterprise,manufacturing,226,226,2712,2024-06-15,false,2025-06-15,810,69,12,5
CUS-074628,silver,APAC,unlimited,retail,1050,1050,12600,2023-08-01,false,2024-08-01,1128,65,7,4
CUS-074629,gold,LATAM,enterprise,media,3715,3715,44580,2024-03-26,true,2025-03-26,891,85,12,2
CUS-074630,bronze,LATAM,unlimited,retail,218,218,2616,2024-08-08,false,2025-08-08,755,68,6,8
CUS-074631,bronze,EU,enterprise,finance,151,151,1812,2023-12-13,false,2024-12-13,994,90,1,4
CUS-074632,platinum,NA,unlimited,retail,18787,18787,225444,2023-03-02,false,2024-03-02,1280,65,13,4
CUS-074633,bronze,EU,enterprise,manufacturing,80,80,960,2024-09-02,true,2025-09-02,731,48,3,1
CUS-074634,silver,APAC,starter,media,469,469,5628,2024-09-02,false,2025-09-02,730,66,1,2
CUS-074635,platinum,EU,professional,manufacturing,22498,22498,269976,2023-04-03,false,2024-04-03,1248,99,9,7
CUS-074636,bronze,EU,professional,finance,195,195,2340,2024-02-09,false,2025-02-09,937,52,2,4
CUS-074637,bronze,EU,professional,finance,79,79,948,2023-05-25,false,2024-05-25,1196,89,11,7
CUS-074638,silver,EU,starter,healthcare,319,319,3828,2024-03-12,false,2025-03-12,905,89,12,6
CUS-074639,silver,EU,unlimited,retail,890,890,10680,2023-05-26,false,2024-05-26,1195,32,4,1
CUS-074640,silver,APAC,enterprise,finance,640,640,7680,2024-06-13,true,2025-06-13,811,36,4,9
CUS-074641,silver,EU,enterprise,manufacturing,630,630,7560,2024-05-22,false,2025-05-22,833,56,5,10
CUS-074642,silver,EU,enterprise,healthcare,528,528,6336,2023-06-16,false,2024-06-16,1174,62,6,0
CUS-074643,silver,LATAM,enterprise,media,915,915,10980,2024-03-15,false,2025-03-15,901,68,11,8
CUS-074644,silver,EU,enterprise,manufacturing,1120,1120,13440,2023-05-06,false,2024-05-06,1215,67,1,9
CUS-074645,silver,EU,professional,tech,400,400,4800,2024-12-02,false,2025-12-02,639,97,2,2
CUS-074646,gold,LATAM,unlimited,retail,3402,3402,40824,2024-03-08,false,2025-03-08,908,100,3,7
CUS-074647,platinum,NA,unlimited,retail,8213,8213,98556,2023-11-10,true,2024-11-10,1027,97,6,6
CUS-074648,platinum,APAC,professional,media,13933,13933,167196,2023-10-09,false,2024-10-09,1059,68,4,1
CUS-074649,gold,NA,enterprise,retail,4087,4087,49044,2023-09-08,false,2024-09-08,1090,48,10,1
CUS-074650,gold,NA,starter,manufacturing,4773,4773,57276,2023-03-09,true,2024-03-09,1274,84,8,7
CUS-074651,silver,LATAM,professional,healthcare,1067,1067,12804,2024-11-29,true,2025-11-29,643,89,9,4
CUS-074652,gold,NA,starter,media,4850,4850,58200,2024-02-08,false,2025-02-08,938,82,1,1
CUS-074653,gold,EU,professional,healthcare,2581,2581,30972,2023-05-14,false,2024-05-14,1207,30,4,4
CUS-074654,gold,EU,enterprise,media,1583,1583,18996,2023-12-31,true,2024-12-31,977,54,8,6
CUS-074655,silver,NA,starter,manufacturing,1180,1180,14160,2024-07-05,false,2025-07-05,790,78,11,6
CUS-074656,platinum,NA,starter,media,20776,20776,249312,2024-12-27,false,2025-12-27,614,57,13,6
CUS-074657,platinum,APAC,professional,finance,18669,18669,224028,2023-11-06,false,2024-11-06,1031,34,4,2
CUS-074658,bronze,EU,starter,finance,176,176,2112,2024-04-19,false,2025-04-19,866,69,9,10
CUS-074659,bronze,EU,professional,finance,196,196,2352,2023-07-10,false,2024-07-10,1150,46,3,5
CUS-074660,gold,EU,unlimited,healthcare,4013,4013,48156,2024-12-19,false,2025-12-19,622,92,11,7
CUS-074661,bronze,NA,professional,tech,66,66,792,2024-12-14,false,2025-12-14,627,68,6,6
CUS-074662,bronze,NA,enterprise,retail,91,91,1092,2023-01-30,false,2024-01-30,1311,73,5,10
CUS-074663,silver,LATAM,unlimited,media,496,496,5952,2024-01-14,false,2025-01-14,963,49,14,3
CUS-074664,platinum,APAC,professional,manufacturing,6239,6239,74868,2023-10-26,false,2024-10-26,1042,67,13,2
CUS-074665,bronze,LATAM,enterprise,healthcare,154,154,1848,2023-04-20,true,2024-04-20,1231,88,0,6
CUS-074666,platinum,EU,professional,media,8619,8619,103428,2023-07-12,false,2024-07-12,1148,41,7,1
CUS-074667,silver,LATAM,unlimited,healthcare,1050,1050,12600,2024-06-10,false,2025-06-10,814,43,9,3
CUS-074668,gold,NA,professional,retail,2474,2474,29688,2023-11-09,true,2024-11-09,1028,66,8,9
CUS-074669,gold,NA,unlimited,manufacturing,2930,2930,35160,2023-12-12,false,2024-12-12,995,72,3,8
CUS-074670,platinum,LATAM,enterprise,healthcare,20513,20513,246156,2023-02-14,false,2024-02-14,1297,61,9,10
CUS-074671,gold,NA,professional,media,1786,1786,21432,2023-10-12,false,2024-10-12,1057,73,6,6
CUS-074672,bronze,LATAM,unlimited,retail,187,187,2244,2023-12-13,false,2024-12-13,995,63,10,6
CUS-074673,silver,NA,starter,healthcare,921,921,11052,2024-09-18,false,2025-09-18,714,61,4,6
CUS-074674,silver,LATAM,unlimited,healthcare,1049,1049,12588,2023-10-09,false,2024-10-09,1060,76,11,3
CUS-074675,platinum,LATAM,professional,healthcare,19122,19122,229464,2023-06-27,true,2024-06-27,1163,88,2,6
CUS-074676,silver,NA,professional,finance,272,272,3264,2023-02-09,false,2024-02-09,1301,38,15,8
CUS-074677,platinum,APAC,enterprise,healthcare,10251,10251,123012,2023-11-24,false,2024-11-24,1013,73,11,6
CUS-074678,silver,NA,enterprise,tech,676,676,8112,2023-10-05,false,2024-10-05,1064,59,4,5
CUS-074679,silver,LATAM,unlimited,media,405,405,4860,2024-05-22,true,2025-05-22,833,81,10,4
CUS-074680,gold,LATAM,professional,healthcare,3013,3013,36156,2024-08-22,false,2025-08-22,741,68,15,5
CUS-074681,bronze,LATAM,starter,healthcare,167,167,2004,2023-10-18,true,2024-10-18,1050,79,8,1
CUS-074682,bronze,EU,unlimited,healthcare,178,178,2136,2024-10-18,false,2025-10-18,684,42,0,4
CUS-074683,silver,EU,starter,tech,415,415,4980,2024-11-27,true,2025-11-27,645,82,6,4
CUS-074684,platinum,NA,unlimited,tech,22926,22926,275112,2024-04-04,false,2025-04-04,881,100,5,6
CUS-074685,platinum,NA,starter,media,14955,14955,179460,2024-03-24,false,2025-03-24,893,43,4,7
CUS-074686,platinum,LATAM,professional,manufacturing,7573,7573,90876,2024-02-27,true,2025-02-27,919,39,10,9
CUS-074687,silver,LATAM,starter,finance,822,822,9864,2024-09-14,true,2025-09-14,719,34,0,2
CUS-074688,bronze,APAC,enterprise,healthcare,59,59,708,2023-05-12,false,2024-05-12,1210,32,6,10
CUS-074689,bronze,APAC,enterprise,finance,234,234,2808,2023-07-31,false,2024-07-31,1129,95,9,3
CUS-074690,bronze,NA,enterprise,retail,221,221,2652,2023-07-15,false,2024-07-15,1145,85,11,8
CUS-074691,platinum,NA,professional,retail,21741,21741,260892,2023-04-19,false,2024-04-19,1232,96,8,6
CUS-074692,bronze,EU,enterprise,media,74,74,888,2024-05-03,false,2025-05-03,852,60,10,9
CUS-074693,bronze,LATAM,unlimited,retail,87,87,1044,2024-12-15,false,2025-12-15,626,78,5,0
CUS-074694,platinum,NA,professional,healthcare,5749,5749,68988,2024-06-01,false,2025-06-01,823,62,9,8
CUS-074695,silver,APAC,enterprise,media,259,259,3108,2024-10-19,false,2025-10-19,684,81,1,3
CUS-074696,platinum,EU,professional,finance,11659,11659,139908,2023-08-20,true,2024-08-20,1109,46,10,6
CUS-074697,silver,NA,professional,finance,1159,1159,13908,2023-06-24,false,2024-06-24,1167,73,10,2
CUS-074698,gold,LATAM,professional,retail,1443,1443,17316,2024-12-23,false,2025-12-23,618,95,5,3
