transaction_id,customer_id,transaction_date,amount,type,region,flagged
TXN-00036223,CUS-068988,2026-03-21,49999,downgrade,EU,false
TXN-00036224,CUS-056789,2026-08-19,49999,subscription,EU,false
TXN-00036225,CUS-015306,2025-09-21,199,subscription,EU,false
TXN-00036226,CUS-027149,2025-10-10,19999,subscription,EU,false
TXN-00036227,CUS-021979,2025-09-12,49999,Add-on,APAC,false
TXN-00036228,CUS-020902,2026-07-30,499,downgrade,NA,false
TXN-00036229,CUS-023907,2026-03-17,99,downgrade,EU,false
TXN-00036230,CUS-064817,2026-07-19,4999,Add-on,NA,false
TXN-00036231,CUS-069934,2026-06-02,9999,Add-on,EU,false
TXN-00036232,CUS-027793,2026-01-18,19999,subscription,EU,false
TXN-00036233,CUS-005860,2026-01-15,199,downgrade,NA,false
TXN-00036234,CUS-035148,2026-08-20,49999,upgrade,NA,false
TXN-00036235,CUS-013544,2026-03-10,49999,downgrade,EU,false
TXN-00036236,CUS-087881,2026-04-23,99999,upgrade,APAC,false
TXN-00036237,CUS-006463,2026-03-15,99,Add-on,NA,false
TXN-00036238,CUS-006138,2026-05-09,19999,Add-on,NA,false
TXN-00036239,CUS-059341,2026-06-28,19999,Add-on,EU,false
TXN-00036240,CUS-003696,2025-12-14,1999,upgrade,APAC,false
TXN-00036241,CUS-036604,2026-05-27,999,refund,APAC,false
TXN-00036242,CUS-097457,2026-04-22,4999,downgrade,APAC,false
TXN-00036243,CUS-054422,2025-11-03,49999,upgrade,NA,false
TXN-00036244,CUS-054020,2025-12-09,99,downgrade,APAC,false
TXN-00036245,CUS-032702,2025-10-14,4999,refund,NA,false
TXN-00036246,CUS-080231,2026-01-07,4999,refund,EU,false
TXN-00036247,CUS-002573,2026-02-15,999,subscription,EU,false
TXN-00036248,CUS-074451,2026-07-18,99999,upgrade,NA,false
TXN-00036249,CUS-040525,2025-10-15,4999,upgrade,APAC,false
TXN-00036250,CUS-084638,2026-02-25,4999,Add-on,NA,false
TXN-00036251,CUS-006037,2025-12-30,999,refund,EU,false
TXN-00036252,CUS-034907,2026-06-06,99999,upgrade,NA,false
TXN-00036253,CUS-028479,2026-08-15,19999,refund,NA,false
TXN-00036254,CUS-021894,2026-05-31,4999,Add-on,APAC,false
TXN-00036255,CUS-041774,2025-10-01,499,upgrade,APAC,false
TXN-00036256,CUS-058591,2026-03-03,4999,Add-on,NA,false
TXN-00036257,CUS-030552,2026-04-10,999,upgrade,EU,false
TXN-00036258,CUS-086597,2026-04-15,199,refund,EU,false
TXN-00036259,CUS-025789,2026-07-21,199,downgrade,NA,false
TXN-00036260,CUS-073342,2025-09-26,499,refund,APAC,false
TXN-00036261,CUS-044026,2025-11-22,199,subscription,EU,false
TXN-00036262,CUS-051151,2025-11-09,99,downgrade,EU,false
TXN-00036263,CUS-064873,2025-11-07,1999,refund,APAC,false
TXN-00036264,CUS-000106,2026-08-24,1999,downgrade,EU,false
TXN-00036265,CUS-096410,2026-06-24,99999,downgrade,APAC,false
TXN-00036266,CUS-041421,2026-04-25,9999,subscription,APAC,false
TXN-00036267,CUS-025802,2025-11-20,9999,refund,APAC,false
TXN-00036268,CUS-041001,2025-12-07,1999,downgrade,NA,false
TXN-00036269,CUS-008169,2026-08-22,999,refund,NA,false
TXN-00036270,CUS-070587,2026-07-06,19999,upgrade,EU,false
TXN-00036271,CUS-046258,2026-08-16,4999,downgrade,APAC,false
TXN-00036272,CUS-068415,2026-05-26,49999,Add-on,APAC,false
TXN-00036273,CUS-091215,2025-11-29,19999,downgrade,APAC,false
TXN-00036274,CUS-052114,2025-12-13,999,downgrade,NA,false
TXN-00036275,CUS-090729,2026-05-07,999,upgrade,EU,false
TXN-00036276,CUS-023387,2026-04-13,1999,subscription,NA,false
TXN-00036277,CUS-054553,2026-08-19,199,downgrade,EU,false
TXN-00036278,CUS-086377,2025-11-08,199,upgrade,NA,true
TXN-00036279,CUS-004099,2026-01-17,499,refund,NA,false
TXN-00036280,CUS-092192,2025-11-04,1999,refund,APAC,false
TXN-00036281,CUS-012862,2026-03-27,49999,refund,APAC,false
TXN-00036282,CUS-098386,2026-01-26,49999,subscription,APAC,false
TXN-00036283,CUS-047397,2025-09-29,199,Add-on,APAC,false
TXN-00036284,CUS-092288,2025-09-22,99,refund,APAC,false
TXN-00036285,CUS-033119,2026-08-10,4999,Add-on,EU,false
TXN-00036286,CUS-062948,2026-03-25,19999,refund,EU,false
TXN-00036287,CUS-065878,2026-03-13,4999,subscription,EU,false
TXN-00036288,CUS-098172,2026-08-29,49999,Add-on,EU,false
TXN-00036289,CUS-088289,2025-10-10,9999,refund,NA,false
TXN-00036290,CUS-056834,2026-08-30,99999,Add-on,EU,false
TXN-00036291,CUS-011667,2025-12-29,9999,upgrade,APAC,false
TXN-00036292,CUS-089795,2026-01-05,199,refund,NA,false
TXN-00036293,CUS-082519,2026-03-14,499,upgrade,EU,false
TXN-00036294,CUS-063761,2025-09-21,99999,upgrade,APAC,false
TXN-00036295,CUS-046792,2026-06-02,999,Add-on,APAC,false
TXN-00036296,CUS-087071,2026-05-17,499,upgrade,APAC,false
TXN-00036297,CUS-098884,2025-12-04,4999,Add-on,APAC,false
TXN-00036298,CUS-084337,2025-09-08,49999,Add-on,APAC,false
TXN-00036299,CUS-077200,2026-07-01,1999,Add-on,APAC,false
TXN-00036300,CUS-001512,2026-08-14,9999,subscription,NA,false
TXN-00036301,CUS-056071,2026-03-16,1999,subscription,NA,false
TXN-00036302,CUS-084113,2026-05-29,99999,Add-on,EU,false
TXN-00036303,CUS-060240,2025-10-09,99999,downgrade,EU,false
TXN-00036304,CUS-016330,2025-10-26,99999,downgrade,EU,false
TXN-00036305,CUS-057037,2025-09-05,4999,upgrade,APAC,false
TXN-00036306,CUS-045453,2026-06-30,499,upgrade,EU,false
TXN-00036307,CUS-082452,2025-11-29,9999,downgrade,EU,false
TXN-00036308,CUS-081859,2026-03-21,1999,subscription,APAC,false
TXN-00036309,CUS-068635,2026-03-02,4999,downgrade,EU,false
TXN-00036310,CUS-045262,2026-01-10,499,subscription,APAC,false
TXN-00036311,CUS-021391,2025-11-07,19999,subscription,NA,false
TXN-00036312,CUS-071394,2026-08-23,49999,subscription,NA,false
TXN-00036313,CUS-009233,2026-01-05,99999,refund,NA,false
TXN-00036314,CUS-040433,2026-03-27,9999,upgrade,EU,false
TXN-00036315,CUS-089802,2026-05-23,99999,Add-on,NA,false
TXN-00036316,CUS-079540,2025-09-09,999,downgrade,NA,false
TXN-00036317,CUS-006730,2025-09-12,9999,Add-on,EU,false
TXN-00036318,CUS-048006,2026-03-19,99999,upgrade,APAC,false
TXN-00036319,CUS-027783,2026-03-22,199,refund,APAC,false
TXN-00036320,CUS-000584,2025-09-20,19999,refund,APAC,false
TXN-00036321,CUS-075294,2025-11-01,1999,subscription,EU,false
TXN-00036322,CUS-003048,2025-10-20,49999,Add-on,APAC,false
TXN-00036323,CUS-023612,2026-06-07,9999,upgrade,NA,false
TXN-00036324,CUS-048348,2025-09-17,4999,subscription,APAC,false
TXN-00036325,CUS-055857,2025-10-29,1999,Add-on,NA,true
TXN-00036326,CUS-023978,2026-04-03,19999,downgrade,APAC,false
TXN-00036327,CUS-090090,2025-11-15,19999,subscription,APAC,false
TXN-00036328,CUS-040042,2026-08-26,199,subscription,EU,false
TXN-00036329,CUS-016272,2026-06-23,49999,refund,APAC,false
TXN-00036330,CUS-078698,2026-04-02,49999,subscription,APAC,false
TXN-00036331,CUS-045774,2025-11-01,19999,upgrade,NA,false
TXN-00036332,CUS-059570,2026-04-14,49999,refund,EU,false
TXN-00036333,CUS-036889,2026-03-18,9999,Add-on,APAC,false
TXN-00036334,CUS-009955,2026-07-01,19999,subscription,APAC,false
TXN-00036335,CUS-020540,2025-12-19,999,Add-on,NA,false
TXN-00036336,CUS-089714,2026-08-07,1999,subscription,NA,false
TXN-00036337,CUS-021612,2026-04-25,99,upgrade,EU,false
TXN-00036338,CUS-026186,2026-08-31,49999,downgrade,APAC,false
TXN-00036339,CUS-016540,2025-11-27,19999,Add-on,APAC,false
TXN-00036340,CUS-051724,2026-01-24,49999,downgrade,NA,false
TXN-00036341,CUS-045621,2026-05-27,4999,upgrade,EU,false
TXN-00036342,CUS-077254,2025-09-07,99,downgrade,EU,false
TXN-00036343,CUS-042098,2026-07-17,99999,Add-on,NA,false
TXN-00036344,CUS-064161,2025-12-25,99999,Add-on,NA,false
TXN-00036345,CUS-066844,2026-01-10,1999,upgrade,APAC,false
TXN-00036346,CUS-010948,2026-05-31,1999,refund,APAC,false
TXN-00036347,CUS-029936,2025-09-30,999,downgrade,APAC,false
TXN-00036348,CUS-055726,2025-09-24,999,Add-on,NA,false
TXN-00036349,CUS-097562,2026-04-01,199,downgrade,NA,false
TXN-00036350,CUS-009900,2025-10-21,1999,subscription,NA,true
TXN-00036351,CUS-010190,2026-04-11,4999,refund,NA,false
TXN-00036352,CUS-005245,2026-07-25,99,refund,APAC,false
TXN-00036353,CUS-025404,2026-05-22,99999,Add-on,EU,false
TXN-00036354,CUS-060706,2026-05-31,199,upgrade,EU,false
TXN-00036355,CUS-004510,2026-05-11,19999,subscription,EU,false
TXN-00036356,CUS-040187,2025-11-29,9999,upgrade,APAC,false
TXN-00036357,CUS-057247,2026-01-24,4999,refund,EU,false
TXN-00036358,CUS-013581,2026-02-11,99,refund,EU,false
TXN-00036359,CUS-070961,2026-01-26,999,refund,NA,false
TXN-00036360,CUS-043320,2026-03-31,4999,Add-on,EU,true
TXN-00036361,CUS-080961,2026-06-25,99,Add-on,APAC,false
TXN-00036362,CUS-013504,2026-04-05,9999,Add-on,EU,false
TXN-00036363,CUS-002830,2025-12-08,499,upgrade,APAC,false
TXN-00036364,CUS-069047,2026-03-18,19999,downgrade,NA,false
TXN-00036365,CUS-018575,2025-10-31,499,subscription,EU,false
TXN-00036366,CUS-053406,2026-08-01,1999,Add-on,EU,false
TXN-00036367,CUS-014197,2025-12-13,99999,upgrade,APAC,false
TXN-00036368,CUS-054949,2026-04-19,999,upgrade,APAC,false
TXN-00036369,CUS-084068,2026-08-23,9999,upgrade,NA,false
TXN-00036370,CUS-064382,2026-04-19,9999,upgrade,APAC,false
TXN-00036371,CUS-063290,2026-05-23,99999,Add-on,EU,false
TXN-00036372,CUS-067875,2025-12-12,999,downgrade,EU,false
TXN-00036373,CUS-014981,2025-11-08,99,refund,APAC,false
TXN-00036374,CUS-026780,2025-11-15,499,upgrade,APAC,false
TXN-00036375,CUS-043477,2025-10-03,4999,refund,EU,false
TXN-00036376,CUS-040418,2026-08-03,999,Add-on,NA,false
TXN-00036377,CUS-082896,2026-02-21,99,Add-on,APAC,false
TXN-00036378,CUS-036151,2026-02-27,999,subscription,EU,false
TXN-00036379,CUS-044725,2026-03-12,999,refund,APAC,false
TXN-00036380,CUS-013715,2025-09-26,19999,subscription,APAC,false
TXN-00036381,CUS-055687,2026-08-09,9999,subscription,NA,false
TXN-00036382,CUS-030096,2026-04-03,99999,Add-on,NA,false
TXN-00036383,CUS-042137,2025-11-08,199,upgrade,APAC,false
TXN-00036384,CUS-032389,2026-04-12,99,Add-on,NA,false
TXN-00036385,CUS-033230,2026-04-05,1999,downgrade,NA,false
TXN-00036386,CUS-004214,2026-07-19,9999,downgrade,NA,false
TXN-00036387,CUS-022419,2026-06-18,499,subscription,NA,false
TXN-00036388,CUS-089934,2026-05-09,99,subscription,APAC,false
TXN-00036389,CUS-089118,2025-10-24,4999,Add-on,EU,false
TXN-00036390,CUS-021252,2026-06-30,199,subscription,APAC,false
TXN-00036391,CUS-078047,2026-05-07,199,Add-on,EU,false
TXN-00036392,CUS-003005,2025-09-18,499,downgrade,APAC,false
TXN-00036393,CUS-009010,2025-10-10,1999,Add-on,NA,false
TXN-00036394,CUS-075429,2025-11-04,99,downgrade,APAC,false
TXN-00036395,CUS-029598,2026-09-02,1999,subscription,APAC,false
TXN-00036396,CUS-003115,2026-02-09,99,downgrade,APAC,false
TXN-00036397,CUS-002422,2025-09-20,499,subscription,NA,false
TXN-00036398,CUS-006270,2026-02-01,499,upgrade,NA,false
TXN-00036399,CUS-059150,2026-06-27,99999,refund,APAC,false
TXN-00036400,CUS-013145,2026-02-11,49999,upgrade,APAC,false
TXN-00036401,CUS-031391,2025-09-12,999,refund,APAC,false
TXN-00036402,CUS-048952,2026-03-17,499,refund,NA,false
TXN-00036403,CUS-055798,2025-12-29,49999,downgrade,EU,false
TXN-00036404,CUS-020178,2026-08-24,9999,upgrade,EU,false
TXN-00036405,CUS-087928,2026-07-24,4999,downgrade,NA,false
TXN-00036406,CUS-007512,2026-06-26,19999,refund,APAC,false
TXN-00036407,CUS-066312,2025-11-15,99,refund,EU,false
TXN-00036408,CUS-011785,2026-04-07,999,upgrade,EU,true
TXN-00036409,CUS-025509,2026-08-14,499,refund,NA,false
TXN-00036410,CUS-054275,2025-11-02,499,downgrade,APAC,false
TXN-00036411,CUS-048246,2025-09-08,99,upgrade,EU,false
TXN-00036412,CUS-047218,2025-09-25,49999,downgrade,EU,false
TXN-00036413,CUS-041652,2026-02-24,99999,Add-on,EU,true
TXN-00036414,CUS-070269,2025-11-28,19999,Add-on,EU,false
TXN-00036415,CUS-091325,2025-09-04,1999,Add-on,EU,false
TXN-00036416,CUS-060687,2026-01-20,49999,subscription,APAC,false
TXN-00036417,CUS-090088,2025-11-01,4999,Add-on,NA,false
TXN-00036418,CUS-087699,2025-11-29,1999,Add-on,APAC,false
TXN-00036419,CUS-008198,2025-11-07,4999,downgrade,EU,false
TXN-00036420,CUS-017586,2025-12-19,49999,refund,APAC,false
TXN-00036421,CUS-007349,2026-07-01,499,refund,EU,false
TXN-00036422,CUS-098385,2026-07-30,499,subscription,APAC,false
TXN-00036423,CUS-036225,2026-01-27,19999,downgrade,APAC,false
TXN-00036424,CUS-080277,2026-05-16,19999,subscription,EU,false
TXN-00036425,CUS-063636,2026-06-16,99,downgrade,APAC,false
TXN-00036426,CUS-068723,2025-11-26,999,upgrade,APAC,false
TXN-00036427,CUS-010873,2025-11-22,99999,upgrade,NA,false
TXN-00036428,CUS-069869,2026-08-04,9999,downgrade,APAC,false
TXN-00036429,CUS-011624,2025-10-13,1999,refund,APAC,false
TXN-00036430,CUS-002878,2026-07-08,99,subscription,APAC,false
TXN-00036431,CUS-093191,2026-04-23,99999,Add-on,APAC,false
TXN-00036432,CUS-004789,2026-04-08,99999,subscription,APAC,true
TXN-00036433,CUS-064371,2026-03-19,4999,Add-on,NA,false
TXN-00036434,CUS-057107,2025-11-22,4999,subscription,NA,false
TXN-00036435,CUS-023527,2026-05-08,4999,upgrade,APAC,false
TXN-00036436,CUS-046094,2025-11-10,99,Add-on,APAC,false
TXN-00036437,CUS-075074,2025-09-13,4999,refund,APAC,false
TXN-00036438,CUS-067310,2026-07-12,499,Add-on,APAC,false
TXN-00036439,CUS-041306,2026-08-02,1999,subscription,EU,false
TXN-00036440,CUS-099856,2025-10-24,4999,Add-on,NA,false
TXN-00036441,CUS-017226,2026-05-07,999,refund,APAC,false
TXN-00036442,CUS-083766,2026-03-02,999,upgrade,EU,false
TXN-00036443,CUS-046385,2025-09-30,99999,downgrade,NA,false
TXN-00036444,CUS-007807,2025-10-27,49999,upgrade,NA,false
TXN-00036445,CUS-058487,2026-07-31,49999,downgrade,NA,false
TXN-00036446,CUS-001671,2026-02-28,199,upgrade,NA,false
TXN-00036447,CUS-033760,2025-11-02,499,subscription,EU,false
TXN-00036448,CUS-075156,2026-03-07,499,subscription,EU,true
TXN-00036449,CUS-002952,2025-09-23,4999,refund,EU,false
TXN-00036450,CUS-091960,2026-08-15,999,upgrade,APAC,false
TXN-00036451,CUS-085947,2025-12-15,999,Add-on,EU,false
TXN-00036452,CUS-057338,2026-06-01,1999,refund,APAC,false
TXN-00036453,CUS-044021,2026-04-02,99999,downgrade,EU,false
TXN-00036454,CUS-057629,2026-08-26,1999,subscription,NA,false
TXN-00036455,CUS-033384,2026-05-18,99999,refund,APAC,false
TXN-00036456,CUS-022653,2025-12-20,199,downgrade,NA,false
TXN-00036457,CUS-050966,2026-01-18,99,Add-on,APAC,false
TXN-00036458,CUS-031515,2026-08-19,999,refund,NA,false
TXN-00036459,CUS-090578,2026-07-08,999,subscription,APAC,false
TXN-00036460,CUS-078389,2026-03-24,99,refund,EU,false
TXN-00036461,CUS-005189,2026-04-27,4999,upgrade,EU,false
TXN-00036462,CUS-057409,2025-10-09,49999,upgrade,NA,false
TXN-00036463,CUS-030038,2026-07-15,999,Add-on,NA,false
TXN-00036464,CUS-081675,2026-07-02,199,refund,APAC,false
TXN-00036465,CUS-076335,2025-10-13,19999,refund,NA,false
TXN-00036466,CUS-022321,2026-08-11,199,subscription,NA,false
TXN-00036467,CUS-016831,2026-05-22,9999,Add-on,APAC,false
TXN-00036468,CUS-040104,2026-07-24,4999,subscription,APAC,false
TXN-00036469,CUS-024571,2026-01-21,19999,Add-on,APAC,false
TXN-00036470,CUS-092690,2025-09-05,99999,refund,EU,false
TXN-00036471,CUS-003752,2026-01-02,19999,subscription,EU,false
TXN-00036472,CUS-049795,2026-01-10,9999,upgrade,EU,false
TXN-00036473,CUS-040057,2026-01-22,19999,subscription,EU,false
TXN-00036474,CUS-027708,2025-11-22,199,refund,APAC,false
TXN-00036475,CUS-024144,2026-06-03,499,upgrade,APAC,false
TXN-00036476,CUS-044082,2026-06-23,99,downgrade,EU,false
TXN-00036477,CUS-084730,2026-01-27,999,Add-on,EU,false
TXN-00036478,CUS-028443,2026-07-01,499,Add-on,EU,false
TXN-00036479,CUS-045936,2026-03-29,499,upgrade,APAC,false
TXN-00036480,CUS-076876,2026-04-02,199,subscription,NA,false
TXN-00036481,CUS-005737,2026-08-05,49999,subscription,NA,false
TXN-00036482,CUS-069818,2026-04-15,19999,Add-on,NA,false
TXN-00036483,CUS-041979,2026-04-09,1999,subscription,NA,false
TXN-00036484,CUS-001125,2025-10-16,9999,Add-on,APAC,false
TXN-00036485,CUS-057718,2025-12-18,199,upgrade,NA,false
TXN-00036486,CUS-011838,2026-08-21,9999,Add-on,APAC,false
TXN-00036487,CUS-062354,2026-09-02,49999,subscription,APAC,false
TXN-00036488,CUS-074661,2026-06-27,99999,Add-on,EU,false
TXN-00036489,CUS-086796,2025-11-27,99999,subscription,NA,false
TXN-00036490,CUS-081397,2026-02-01,99999,upgrade,EU,false
TXN-00036491,CUS-036648,2025-09-17,1999,upgrade,NA,false
TXN-00036492,CUS-091901,2025-12-28,1999,Add-on,EU,false
TXN-00036493,CUS-030586,2026-04-30,199,subscription,NA,false
TXN-00036494,CUS-027791,2026-06-17,99999,upgrade,NA,false
TXN-00036495,CUS-045194,2025-12-27,99999,refund,EU,false
TXN-00036496,CUS-039919,2026-05-26,1999,Add-on,NA,false
TXN-00036497,CUS-091200,2025-10-20,199,upgrade,NA,false
TXN-00036498,CUS-025992,2026-03-14,1999,Add-on,EU,false
TXN-00036499,CUS-072071,2025-11-25,19999,upgrade,NA,false
TXN-00036500,CUS-067835,2026-05-21,199,upgrade,APAC,false
TXN-00036501,CUS-013550,2026-08-20,499,upgrade,EU,false
TXN-00036502,CUS-034587,2026-03-01,499,Add-on,NA,false
TXN-00036503,CUS-028536,2025-12-06,99,subscription,NA,false
TXN-00036504,CUS-021544,2026-05-19,499,subscription,APAC,false
TXN-00036505,CUS-086044,2025-10-11,99,Add-on,NA,false
TXN-00036506,CUS-064770,2025-12-19,99,subscription,EU,false
TXN-00036507,CUS-002674,2026-09-02,49999,Add-on,NA,false
TXN-00036508,CUS-094747,2025-12-06,99999,upgrade,APAC,false
TXN-00036509,CUS-087393,2026-06-12,49999,downgrade,EU,false
TXN-00036510,CUS-032674,2025-12-27,4999,upgrade,APAC,false
TXN-00036511,CUS-009213,2026-01-09,999,subscription,NA,false
TXN-00036512,CUS-029167,2025-11-08,4999,Add-on,EU,false
TXN-00036513,CUS-064710,2026-02-18,49999,upgrade,NA,false
TXN-00036514,CUS-095099,2025-11-13,499,refund,NA,false
TXN-00036515,CUS-004195,2026-02-08,999,upgrade,EU,false
TXN-00036516,CUS-020735,2026-02-09,4999,Add-on,NA,false
TXN-00036517,CUS-046479,2026-05-30,9999,upgrade,APAC,false
TXN-00036518,CUS-053381,2026-02-26,199,upgrade,APAC,false
TXN-00036519,CUS-021579,2026-07-31,1999,downgrade,NA,false
TXN-00036520,CUS-051110,2026-01-11,9999,Add-on,APAC,false
TXN-00036521,CUS-045828,2026-04-15,99999,downgrade,EU,false
TXN-00036522,CUS-076537,2025-09-06,49999,downgrade,APAC,false
TXN-00036523,CUS-088564,2025-09-28,199,downgrade,EU,false
TXN-00036524,CUS-020121,2026-07-03,99999,upgrade,NA,false
TXN-00036525,CUS-053405,2025-10-11,99,upgrade,EU,false
TXN-00036526,CUS-032274,2025-09-10,99999,Add-on,EU,false
TXN-00036527,CUS-028055,2026-04-15,499,subscription,NA,false
TXN-00036528,CUS-009737,2026-04-10,49999,upgrade,NA,true
TXN-00036529,CUS-028493,2026-07-05,9999,downgrade,APAC,false
TXN-00036530,CUS-081397,2026-06-08,4999,refund,EU,false
TXN-00036531,CUS-079951,2026-03-03,1999,upgrade,EU,false
TXN-00036532,CUS-034417,2026-07-09,499,refund,NA,false
TXN-00036533,CUS-091023,2025-09-24,99999,upgrade,NA,false
TXN-00036534,CUS-075560,2026-03-14,19999,Add-on,EU,false
TXN-00036535,CUS-028464,2025-09-27,99,Add-on,NA,true
TXN-00036536,CUS-060794,2026-04-08,99,downgrade,APAC,false
TXN-00036537,CUS-044388,2026-07-30,49999,refund,EU,false
TXN-00036538,CUS-011644,2026-02-05,9999,downgrade,EU,false
TXN-00036539,CUS-062388,2026-08-07,49999,Add-on,APAC,false
TXN-00036540,CUS-086918,2026-01-06,199,subscription,NA,false
TXN-00036541,CUS-034524,2026-03-20,49999,subscription,NA,false
TXN-00036542,CUS-041897,2026-02-09,49999,subscription,APAC,true
TXN-00036543,CUS-029356,2025-11-30,199,upgrade,APAC,false
TXN-00036544,CUS-009009,2026-08-22,19999,refund,APAC,false
TXN-00036545,CUS-003943,2025-12-20,1999,upgrade,EU,false
TXN-00036546,CUS-069103,2026-03-18,199,downgrade,EU,false
TXN-00036547,CUS-028298,2026-03-29,4999,refund,EU,false
TXN-00036548,CUS-055275,2026-03-25,9999,Add-on,APAC,false
TXN-00036549,CUS-059431,2026-04-10,9999,subscription,EU,false
TXN-00036550,CUS-028248,2026-04-06,999,refund,APAC,false
TXN-00036551,CUS-081873,2026-03-12,999,Add-on,NA,false
TXN-00036552,CUS-090026,2026-03-13,499,Add-on,APAC,false
TXN-00036553,CUS-008553,2026-04-27,999,subscription,NA,false
TXN-00036554,CUS-088191,2026-01-19,99,upgrade,EU,false
TXN-00036555,CUS-080079,2026-06-22,19999,subscription,NA,false
TXN-00036556,CUS-001600,2025-11-03,4999,downgrade,APAC,false
TXN-00036557,CUS-092479,2026-05-28,99999,Add-on,NA,true
TXN-00036558,CUS-015494,2026-06-16,49999,Add-on,APAC,false
TXN-00036559,CUS-084340,2026-08-20,499,upgrade,APAC,false
TXN-00036560,CUS-006094,2026-01-22,49999,downgrade,EU,false
TXN-00036561,CUS-013146,2026-08-30,499,downgrade,NA,false
TXN-00036562,CUS-098205,2025-09-18,499,Add-on,NA,false
TXN-00036563,CUS-009241,2026-04-25,99,upgrade,NA,false
TXN-00036564,CUS-020389,2026-01-31,499,subscription,APAC,false
TXN-00036565,CUS-000987,2025-09-28,99999,upgrade,NA,false
TXN-00036566,CUS-097366,2025-11-16,4999,refund,NA,false
TXN-00036567,CUS-064819,2026-01-11,999,upgrade,EU,false
TXN-00036568,CUS-028773,2026-07-12,999,Add-on,EU,false
TXN-00036569,CUS-003517,2026-07-30,4999,downgrade,EU,false
TXN-00036570,CUS-042998,2026-04-01,499,subscription,NA,false
TXN-00036571,CUS-074061,2026-04-08,99999,Add-on,NA,false
TXN-00036572,CUS-042270,2026-04-30,49999,subscription,EU,false
TXN-00036573,CUS-020437,2026-03-29,1999,subscription,APAC,false
TXN-00036574,CUS-093197,2025-10-05,49999,refund,APAC,false
TXN-00036575,CUS-009607,2026-07-11,4999,Add-on,NA,false
TXN-00036576,CUS-021138,2025-10-29,4999,refund,APAC,false
TXN-00036577,CUS-046551,2025-12-08,99,downgrade,APAC,false
TXN-00036578,CUS-093461,2025-10-13,1999,downgrade,APAC,false
TXN-00036579,CUS-014151,2026-04-16,999,Add-on,NA,false
TXN-00036580,CUS-046242,2026-07-15,99999,refund,APAC,false
TXN-00036581,CUS-040196,2025-09-30,1999,Add-on,APAC,false
TXN-00036582,CUS-040375,2025-12-13,199,downgrade,NA,false
TXN-00036583,CUS-030149,2026-05-16,4999,downgrade,APAC,false
TXN-00036584,CUS-024507,2026-04-23,99999,refund,APAC,false
TXN-00036585,CUS-021998,2026-05-06,49999,downgrade,APAC,false
TXN-00036586,CUS-000052,2026-04-06,1999,upgrade,APAC,false
TXN-00036587,CUS-077524,2026-04-07,99,upgrade,EU,false
TXN-00036588,CUS-073690,2026-03-24,9999,upgrade,NA,false
TXN-00036589,CUS-044991,2026-07-06,19999,upgrade,NA,false
TXN-00036590,CUS-024537,2026-08-19,99999,Add-on,EU,true
TXN-00036591,CUS-008174,2025-12-13,999,downgrade,EU,false
TXN-00036592,CUS-051803,2025-10-20,99999,Add-on,NA,false
TXN-00036593,CUS-015988,2025-11-21,499,subscription,NA,true
TXN-00036594,CUS-069169,2025-09-11,199,upgrade,EU,false
TXN-00036595,CUS-012406,2026-01-20,49999,Add-on,NA,false
TXN-00036596,CUS-001877,2026-02-15,99999,subscription,NA,false
TXN-00036597,CUS-001540,2026-08-22,99999,subscription,APAC,false
TXN-00036598,CUS-056073,2026-05-08,4999,Add-on,APAC,false
TXN-00036599,CUS-039300,2025-09-19,999,Add-on,NA,false
TXN-00036600,CUS-025830,2026-02-26,999,downgrade,NA,false
TXN-00036601,CUS-038560,2026-08-22,49999,subscription,NA,false
TXN-00036602,CUS-023033,2026-02-26,49999,upgrade,EU,false
TXN-00036603,CUS-067884,2026-03-22,499,Add-on,EU,false
TXN-00036604,CUS-066580,2026-05-31,499,upgrade,APAC,false
TXN-00036605,CUS-028431,2025-11-06,1999,subscription,NA,true
TXN-00036606,CUS-010553,2026-03-07,49999,Add-on,NA,false
TXN-00036607,CUS-097380,2026-06-27,1999,downgrade,APAC,false
TXN-00036608,CUS-098432,2025-09-04,199,downgrade,APAC,false
TXN-00036609,CUS-086891,2026-05-01,19999,Add-on,NA,false
TXN-00036610,CUS-012750,2026-07-05,49999,refund,APAC,false
TXN-00036611,CUS-093516,2025-12-17,499,subscription,NA,false
TXN-00036612,CUS-015373,2026-03-29,4999,subscription,NA,false
TXN-00036613,CUS-091280,2026-01-24,99,refund,NA,false
TXN-00036614,CUS-032753,2026-02-26,99,Add-on,EU,false
TXN-00036615,CUS-009859,2026-03-12,99999,Add-on,EU,false
TXN-00036616,CUS-090104,2026-06-05,499,Add-on,APAC,false
TXN-00036617,CUS-008559,2026-05-27,4999,refund,NA,false
TXN-00036618,CUS-038165,2026-06-18,99,subscription,APAC,false
TXN-00036619,CUS-076052,2025-11-12,19999,upgrade,APAC,false
TXN-00036620,CUS-062421,2026-03-26,9999,upgrade,NA,false
TXN-00036621,CUS-023459,2026-05-02,4999,upgrade,APAC,false
TXN-00036622,CUS-042250,2026-06-29,9999,upgrade,EU,false
TXN-00036623,CUS-041032,2026-06-16,999,Add-on,APAC,false
TXN-00036624,CUS-090348,2026-07-13,499,Add-on,APAC,false
TXN-00036625,CUS-078262,2026-05-27,1999,Add-on,EU,false
TXN-00036626,CUS-035771,2026-03-24,9999,upgrade,EU,false
TXN-00036627,CUS-048589,2026-05-18,4999,refund,EU,false
